Szervezet_neve_Gazdaság- és Társadalomtudományi Kar;Szervezet_neve_Gépészmérnöki Kar;Szervezet_neve_Közlekedésmérnöki és Járműmérnöki Kar;Szervezet_neve_Természettudományi Kar;Szervezet_neve_Vegyészmérnöki és Biomérnöki Kar;Szervezet_neve_Villamosmérnöki és Informatikai Kar;Szervezet_neve_Építészmérnöki Kar;Szervezet_neve_Építőmérnöki Kar;ks_helye_Egyéb;ks_helye_Főváros;ks_helye_Nagyváros (megyei jogú);allamilag_tamogatott;re_enrolled;nem_ferfi;verseny;felvi_osszes_skalazott;Hozott/Tanulmányi_pontszám;Szerzett/Érettségi_pontsz;tobblet_skalazott;idegen_nyelv;magyar nyelv és irodalom;matematika;történelem;választott_tárgy;idegen_nyelv_ks;magyar_irodalom_ks;magyar_nyelvtan_ks;matematika_ks;történelem_ks;választható_tantárgy_ks;nyv_pontok;erettsegi_ota_eltelt_évek;Statusz_vegzett
0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;-0.5231867374940838;0.20840814090016535;-0.20050383369382022;0.066832145509341;0.5700021579601312;-0.7046021639599127;-0.29561768906840374;0.5903708198555695;-0.005410552207614696;-0.7467302286874246;0.4814264015320301;-0.4485646415286961;-0.5492250940293795;0.40459940575336767;0.39941187776555626;0.01550182160397794;0.6318453636168867;0
0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;-0.8924345533638499;0.023058171012138595;0.03101217233137457;0.41502540381995695;0.12673762005988007;0.29544485393409814;-0.6072023995664518;-0.017889675759638457;-0.5702393972573222;-0.21372093470826478;-0.32329215191711136;0.0198818488878287;0.4694360300368109;0.5942216888296565;-0.10611336080003515;0.3118187244008758;0.22441507656133663;0
0;0;1;1;1;1;0;0;0;0;1;1;0;1;0;-0.2321331770388486;-0.5679929587189729;-0.3786840990342384;0.12261657774490661;-0.43359466331210367;0.16354868947351547;-0.1666836739770997;-0.39143291774830474;0.2178711455560821;0.5791446348790562;0.1610999512894579;0.6311545389378144;-0.20435411271448653;0.5005590057173613;0.32681438702134413;0.3609044933835796;-0.6497209748940492;0
0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0.22012656769268935;-0.8922332406094494;0.11431814977696197;0.09288247912599285;-0.5355819706165823;-0.3626068749195187;-0.43942469748818536;-0.3745630354802194;-0.26503981361252976;0.030696476853130882;0.06854583058708479;0.3370741899035235;0.11570019121212216;-0.4239862700193658;1.1921437677371032;0.5778183889960704;-0.3405715426012838;1
0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;-0.815139041498569;0.9468703227046026;-0.44229083703899635;0.12352947087321055;-1.2419327646081821;-0.23225085964705086;0.9582934570327368;-0.7555402660473595;0.4136678644731964;-0.8074266583796857;0.1865505311822048;-0.08147641413495513;0.5938361580226277;0.10117972339267438;0.2813534749559044;0.5772031018234773;0.1058216020874041;1
0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0.07777311582517803;-0.5086557617039404;0.33438796542911053;-0.1429046657447593;0.7380958760504285;1.010574163528826;-0.6714735116635937;0.08107569874453148;0.8057783780528858;0.09295981725766991;-0.011733830493463002;0.3398998557605561;0.4012445389335571;0.29394427005410156;-0.1068054018752872;-0.3765447667377478;-0.00017678943765020915;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0.48205809017463;0.7491769261090373;0.4511772468991463;0.756011528874178;0.03144089811831884;-0.18870159472373108;0.559300376145477;-0.16757242705066902;0.8811147225201965;-0.7913306902112667;0.18190111123945124;0.5841913094992216;0.07600567517406148;-0.07280574596110206;0.8848353453035548;1.0120939444956984;-0.036792682587948426;0
0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0.9253026950664482;-0.22192231338715795;-0.7261459849775996;0.9305761438230792;-0.08391420871347341;0.3256460212695638;0.005150446499995191;-0.3119734858437666;0.9644343381421975;0.440771700420338;-0.14798076241604222;0.40972154651659287;-0.47727338101354877;-0.33869500800411645;-0.7378799792802211;-0.6439572836322877;-0.5672635892639746;1
1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0.43461694002564366;0.3309242733781961;0.2418032399755422;0.806181142130196;0.5833736366426924;0.06579295553523469;-0.22052317966641982;-0.756606878184247;0.5663177269009293;-0.4914528333234811;-0.34416965384949905;-0.4076014683157602;0.8692900596605433;0.01627034751800998;-0.3443350873509268;-0.77921751998638;0.33550931164988035;1
0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0.34542020284992986;0.04119051818621702;0.4121292739806924;-0.3932275180942991;-0.0322999062913954;0.29866911052043865;-0.5299580030813664;0.04525868451543635;0.3094003156920012;0.42173523368209315;-0.00029138013075830343;0.3572936323965155;0.22493887426158612;0.4240948091079507;0.8562342443349444;-0.8389347971500675;1.9079596159066858;1
0;1;0;1;0;0;0;0;0;0;1;1;0;1;0;0.5608584971730657;0.40082186384733265;0.5889883497871164;-0.4414217357233136;0.5257521544006956;-0.3982561599781752;-0.16705007564354268;0.16119514674770638;0.0887285835039114;-1.1423163841000659;-0.12903366868324462;-0.06249652234342024;-0.15360333816732524;0.55351183883859;0.09216286177502456;-0.8740139295575889;0.1606134669002362;0
0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;1.6069257343196812;-0.8893182950345669;-0.9115877947999917;0.2245874997265639;-0.5636876958184385;0.2683498941700956;-0.3018146587876698;-0.275798032785195;0.20062429913497445;0.42954794663864876;0.38217169225502795;0.05737051568781257;-0.6406334946287087;0.8224605729042594;0.2172180568733066;1.2041604157858559;0.5707424722954151;0
0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;-1.2401270882828197;-0.264824245083429;0.23380781577136697;0.09736125476229829;-0.3373787325361479;0.9553585348624257;0.5195367781073034;-0.6156402927933335;0.6371172826119132;0.6132556025643708;0.3158910580057026;-0.5219617431700035;-0.5398212659955522;0.9586495788886625;0.18420016354708943;0.9018256497941242;0.6034341382812649;1
0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;-0.31984244775060244;0.4804897390907261;-0.482066172186328;-0.1438624481248727;-0.1818082736319606;-0.4856950625890835;-0.16824466515323838;0.06354398520711696;-0.20824527677486235;0.5764646346863782;0.5149248709380089;-0.5691519666449897;-0.15464026685175303;-0.5963328876903847;0.08689737723240598;-0.852308512367262;-0.02619763891912264;1
0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0.2048442240976129;-0.19765118525192538;0.3182852831958342;-0.19729403677603619;0.4715526360133543;0.15762507152111116;0.33174159622121785;-0.5342134576230929;1.0133645492319832;-0.01832203607603406;0.29133684590737324;0.3703447857679087;1.2233528514613254;0.18684047652602187;-0.5669912868050125;0.21753710943151433;0.16365661324848751;0
0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;-0.08065501650134245;-0.1830568217536859;0.7986268032311488;0.47341004276400733;1.0016255145473314;-0.14379203196611948;0.028746589087833882;-0.09224614031532741;-0.05979349738654274;-0.39941903535507545;0.8970725599066235;0.02587460944084978;0.10979646350217959;-0.43201291796735397;-0.5597545717115325;-0.4476024976166431;-0.6042889016653784;0
0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0.7089692957025072;0.5185399706909112;-0.42279996471899045;0.6813694089940739;-1.050438429488622;-0.6945364893835693;0.2524632690238024;-0.002909441041352489;0.13390309451286053;0.640309553690239;-0.7048697964256292;-0.04646184343322514;0.21711170342587516;-0.37315365050643495;-0.39820110665097325;-0.7894606884264609;-0.35607309488518574;0
0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;-0.044753581476507605;-0.7321391014824403;-0.46629637488633763;1.1284559903421127;-0.1325683860558994;-0.6670334958203259;-0.21451199443878624;-0.022302142207404802;0.31181309137272095;0.23814459618916514;-0.44921139073450506;0.6666132212947169;0.24544120919588525;-0.2549934124021523;0.7689563310514502;0.4890945933387467;-0.9748753791192365;0
0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0.5113945002010091;-0.14002682858568793;0.4555535356307815;-0.565881914477392;1.103701269802249;-0.05492632730301021;-0.859860085790087;-1.3425263380146832;-0.353571114360799;0.6788770841406441;0.5277964714482302;-0.04630150023356467;0.05479349942879134;0.8264968003485785;0.23294222314529187;1.0893821627476181;0.8505537276760434;1
0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0.8982276815348611;-0.6194389459317936;-0.7273967461010588;-0.10285484730092058;0.47277887690379305;0.17329192625074355;-0.008016085115594776;0.6946334646624438;-0.18389385090969873;0.33630725040116793;-0.7995547390272553;0.10393249651077884;-0.7007418395191415;-0.7370055855287702;0.9996982056262462;-0.13966690487667738;0.5319434376386605;1
0;0;0;0;1;1;0;0;0;1;1;1;1;1;0;-0.2619328022925377;0.18745471158482688;0.06032698527729272;0.7814212767468564;-0.2670976544133534;-0.7009127799715515;-0.31734410462748885;0.6908577016831172;-0.4349495076095079;0.16299759651379903;-0.6604451677111628;0.15813009378750342;-1.1268157179905134;-0.17952756118151547;-0.02586022489691969;-0.05085015176495671;0.4163009179498483;0
0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0.8194528387687408;-0.30622898143301425;-0.3933871108376532;-0.5114301568650936;0.17565906583856178;-0.3603644662941414;0.6904177201068593;1.2166418511836612;-0.014205669757608019;1.0286094721845533;-0.6747437979288374;1.0684077724043795;-0.4119313902082183;-1.0041919124110288;-0.5850282579107805;-0.40729489590810003;0.06619433342408641;1
0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0.7868375369336391;0.6091090950126176;0.3544136900745781;0.9501947001460084;1.0274667312150225;0.5875594061157728;-0.20435367317035033;0.8433028079009467;0.8320013095285429;-0.6941407823859227;-0.5826425290261785;0.09701772419905719;0.10406681197044995;-0.48072982706748374;-0.5248094503225216;0.12750655061877963;0.5826790788975443;0
0;0;1;1;0;0;0;0;0;0;1;1;0;1;0;-0.07051482692432866;-0.13838824487818535;0.6761642141274556;-0.1540374198823523;0.39208332976043947;0.3579894851311048;-0.5132974499482118;0.21582586788407385;-0.8243567869835187;-0.45900694929659736;-0.5852757809717273;0.5473033502150463;0.18503943094943465;0.676936884979447;0.518072134016074;-0.47429145229086217;0.7184168695774958;0
0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0.0650478806900838;0.34508383064985626;-0.05370372701226091;0.31392991635175693;-0.2653863857824708;-1.2624165450818297;0.772784984250662;-0.40320793897512885;0.27011514519710417;0.14701127405334857;-1.1189276056670796;0.5612157803428315;-0.2817969806145164;0.7954849138062431;-0.7440023367721885;0.5955736291201666;-0.35632288073938195;0
0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;-0.38399107931719495;0.09543074255227656;0.13651199131636846;0.1993973432826141;-0.1419422239503401;0.192649246532645;0.2032797852660883;-0.157858221233989;0.7825040108572645;0.15887805782791517;0.4745406083571039;0.15242209941197415;-0.2528843441303777;0.9334980786026504;0.073727750154902;0.237657899005022;-0.33629223966795574;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0.36425792543882274;-0.28456623526519004;-0.5909371862536453;-0.6785793919603019;-0.8694319043639055;-0.27732709970746433;0.179378170549876;0.006703097001227265;-0.3302739115357962;-0.3099517446727375;0.5555666717570001;-0.8100727223210916;-0.8407114516954978;-0.2847850124674184;0.7378945102727348;0.548029304955512;-0.2856422029366028;0
1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;-0.5618068254364008;0.20991084586937342;-0.3167202740713385;-0.45152270706957603;-0.3803279036792046;-0.1715014550763392;0.6157111071296315;-0.5231005043693013;0.16500912244144395;0.45263872294487517;1.5971590694060205;-0.5699859881108017;-0.34384445031108507;0.5198026477031892;0.5071606500497152;0.1383381985002366;1.0299979388986504;0
0;0;0;0;1;0;0;0;1;0;1;1;0;1;0;-0.5622569732877103;0.12285258013344866;0.33095130204027234;-0.24209236322415528;0.2898905589491128;0.5153871975742124;-0.34035772336784176;-0.5432428570105743;-0.5005642361455437;-0.562439866374353;0.12067567303354398;-0.003648839298223401;0.9982186585687856;-0.0878780142870037;0.048951626205096396;0.487681101711576;0.2673160987249046;0
0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;-0.43063136532904345;0.016938442576593087;1.1361761610822925;-0.6748195466420754;-0.5608848247707555;0.4148632843526222;0.24178375499025512;-0.6026951954146309;-0.5880229335678577;0.2748346038763873;0.42820840932145027;-0.41926866808069563;0.6694941493508537;0.37514545573541763;-0.2991243516357138;0.29570579473301045;0.24252375032136783;1
0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0.321214130150766;-0.7495162343010328;-0.09845496639705648;-0.3953483144667006;1.1909248574188054;-0.15877454806412783;0.5253182545391752;0.5155400194439962;0.2696205231133772;-0.8925745996571541;0.22214406957582283;0.11386523553034128;0.022355114851653365;-0.12393399159873873;-0.03504700542174692;0.14432766491375948;-0.004486508400943867;1
0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0.28637962684612467;0.6503937822854489;0.07787690883110299;0.04377998642162111;0.05741830536725414;0.1229024046648422;0.10124304751735098;0.8958182808946734;-1.5845152476962965;-0.1670614976455304;0.3454361117544774;-0.3336609850782972;-0.14378947484865556;0.12008315416443543;-0.8937955290984269;0.09279830957460099;-0.45601341094472303;1
0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0.3695413289849924;1.0244356567777266;-0.00626614860492423;-0.21079001339160147;0.059117254187856225;-0.39907474705884255;-0.268530029339502;0.5683232765697495;1.2074357475957906;0.10187891529276386;-0.48967980897742036;-0.7088058903326063;0.4321381273192526;0.16696927957702046;0.33395612805679376;-0.004702371418907289;-0.5791407167120232;0
0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0.17429959338410506;-0.6391346778952485;-0.03868228756933276;-0.46008180374523866;-0.29065240129679487;0.5159979360593652;0.044008650060637464;1.594397141078405;-0.4680495404368247;0.2079211112342067;0.04469947049396219;0.41920536225012894;-0.416185777602648;-0.5647367549454513;0.3803767418445959;-0.2466776452657452;0.2967638666697193;1
0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0.43662051485946185;-0.08300518257161175;-0.4280993390349639;0.16422318128847258;0.3335656095349922;-0.26360436396762016;0.17516968998000698;0.06093089704529235;0.23023205052651452;-0.8220406922702164;-0.56887724896566;0.8021470428624645;0.7390928164127093;0.10389167218791594;-0.20808562525096094;-0.31193181727514585;-0.7331078322040845;0
0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;-0.39084514391269387;-0.598981427995412;0.16473784330691932;-1.0199068752409641;0.36248668388355576;0.25109525570549907;-1.063271381657178;0.37044148448193925;-1.0432827256854815;1.1857050402680585;0.2728120606540875;0.18403940118775178;0.21550865324578616;0.14092565993175965;-0.4408775081405038;0.26156389212327086;0.35827697325168584;0
0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1.029668833659497;-0.03676918760086422;-0.49840884872884406;-0.4611365447303325;0.9156306158694664;0.3089455957315931;0.4110051051109188;0.8680640479694837;-0.5492666284946336;-1.1827309545804878;0.0883026206155253;-0.43822857087825173;-0.0968112923893044;-1.0705054121631803;-0.46821587885251575;-0.39507535929348253;-0.9862303975237496;0
0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0.8201994726943623;0.8387305394189549;-0.627095831789551;-0.25695854658727063;0.7194218745464503;0.7762129465914026;1.104545585769912;0.6533383986123039;-0.8124096161419566;-1.2964617731284038;-0.10426497205648351;-0.6693004712444183;-0.45576742704669987;-0.5525725518009247;0.5958572996093136;0.5915011038038216;0.20181372675115514;1
0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0.04335695124194948;0.6872924117537896;-0.1567271855077954;-0.5441155634439125;0.29794133210838597;0.27504412951070367;-0.07942057284287278;-0.09285338393912113;0.37025161252331334;0.04723027232334531;-0.6370028618467316;0.7881748445404042;-0.03480367727065148;0.6221462202623045;-0.5339438797376719;0.19488891340250852;0.1032513913048825;0
0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1.1563928994872053;-0.7710981601586931;0.019138967462879148;0.244354356090708;-0.7804583654597429;0.14933787889419248;-1.045609981223377;-0.1880718086738325;0.15725703089169144;0.24004211265991637;-0.7128611673138646;0.23889549947103847;-1.463025999749012;-0.1105100035118571;-0.3840713691033794;0.20313175564236663;-0.7819854759435424;0
1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0.8489831551228026;0.3145617676313633;-0.8065524705205678;-0.044890650859882864;0.24479468493338366;-0.8840189234641257;-0.35339558270940524;0.8266099997874594;-0.6822912919439588;0.10821380317478782;-0.014515059531974874;-0.09029390888773768;-0.5438189398858129;1.0433936176864014;0.06265633188280863;-0.4009613584452962;-0.917823922114143;0
0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0.7682774627705836;0.5424912712787747;-1.0189552081674802;-0.11290301621724118;-0.05881972187688776;0.6739217684051676;-0.2016150345862108;-0.7657576506773158;0.5442939508838226;-0.03897854280335619;-0.8405083175036268;0.1725158008119152;0.11633033268368889;-0.19105756421877063;0.41564869997876885;0.4594043892934912;1.11159200677106;1
0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.8235212854825807;1.125603592971357;-0.3681873380997941;-0.10895524664110984;-0.8656349472048793;-0.34057189096828144;-1.112176503972189;0.6820559818064373;-0.036267046184153974;0.2151255210254558;-0.8578357002483619;0.6872885422689834;-0.5389411966182687;0.5193177315190223;-0.38127086676078886;-0.4575585228345064;0.14279476236609534;0
1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;-0.3049594719934859;-0.03963085317154093;1.1301317097690224;0.8730864443825743;-1.194666778810023;1.1485722878390863;-0.9205548169996545;-0.4553263139524589;-0.7609790906676774;-0.5769920926491786;-0.9907969578550178;0.6288059228719153;-0.22574719500451834;0.5212036567325327;-0.5959418895953102;0.15902038144249864;-0.528110746867247;1
1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0.7464273648518743;1.5538760429586154;1.0304372398230486;0.4702953381851575;-0.5307316164204736;-0.2977572325136866;0.5010749264372262;0.3179959186034785;-1.3579365475230785;-0.05366832598719313;-0.305558801378072;0.9539031988781591;-0.3068301032262053;0.20035427198269665;0.03689221543331191;-0.8728034248777319;0.521566368479896;0
0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;-0.8621424462132883;-0.2674431428676489;-0.10692443017275902;-0.6774195741371494;-0.9017018596998361;-0.08744549611412814;0.31791965774831443;0.04011489797028401;0.5157632415720134;0.9025526866669785;-0.6439258720305541;-0.762148338424266;0.2106794695649427;1.0563271618887757;-0.6131811110915979;0.36275092630176653;-0.2848916759684187;0
0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0.8970863044256792;1.1244044696920803;0.5389160085193677;-0.1576439983881226;1.0762863463492234;1.3050405465143902;0.05908079514066052;-0.47876839696767043;1.0968232002058949;0.7475027518260785;-0.13013874223726332;0.3776728938245449;0.6307239035759535;-0.2416425824132276;0.3540979402030499;-0.12379611241568639;-0.31470574881272945;0
0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;-0.6812823550970377;-0.11810167929366203;0.7238476875871547;-0.2793503967856616;0.6790931476887254;0.741082159912075;0.47601134547469043;-0.11213299704458118;-0.11950651815450265;0.3570903517835639;0.11575623317526265;0.13186335320490644;1.0575113470419264;-0.1035743786200931;-0.18219672349494784;1.2905728660843698;-0.18622000898117577;0
0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0.21849172494059382;0.07536699243881062;0.9538953341944091;0.9169409787345985;0.35877256019689463;-0.44483481254574975;0.6570584500379808;0.7107747772079657;0.7410232492074673;-0.6971524854209482;0.237452592106452;-0.32366695931156714;0.9696508534544576;-0.46310178759109855;0.33981897690224516;0.6815580539800608;0.30483674755646006;0
0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0.38044195263189845;-0.2180364664333569;-0.5180152989047261;0.7226314482830927;-0.19160718726455642;-0.7773186995158584;0.058766155422687726;0.569637883343273;0.5881298670750393;0.8357404873596043;-0.17497499505287376;0.8101149719420151;-0.07405853103601102;-1.22258722109234;-1.3466715764147923;-0.12920405745874253;-0.01370594603783163;0
0;0;1;0;0;1;0;0;0;0;1;1;0;1;0;-0.0505410699771237;-0.21555062639890402;-0.44829065589481076;-0.4119500413859114;-0.264777144016492;0.12740970375239496;0.5709193031574901;0.7889478603705901;-0.12306558791661332;0.6762632169156971;-0.537718106757048;-0.8918694348685693;0.514904486087624;0.28973107878865934;0.058818706778984556;0.1689275841502293;-0.060392983514128036;1
0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0.4275752888628296;0.0327407746643435;0.24051364746100862;0.34069620739368456;0.20184445001035162;0.1843551028406679;-0.529167623148421;-1.0071797999696197;-0.35630748073981156;0.1428906520461299;-0.9955807554850004;-0.3445090775624999;0.1795999062024063;0.28827696748906634;-0.5198290294600368;-0.7275406059323066;0.16544017735898478;1
1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;-0.35431862398338526;1.2127771069013025;0.3759945462746307;0.11092786863333726;0.9245194336183243;-1.3038088348796768;0.6724739036112934;0.717482163112704;-0.5333232873932215;-0.41092857965474183;0.6430107863677657;0.04658969385876682;0.21420291337012684;-0.8105912917941208;-0.634762864826713;-0.4088986207769915;0.24399352892196685;0
0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0.20141614784723802;-0.39979313711220243;0.4816942452976721;-0.38072046446734437;-0.9009636123334323;0.04889731552544841;0.22266303725869338;0.25012557815401254;-0.4109491091685399;-1.2729675064264432;-0.04053309826356995;0.3018516296967783;-0.8189637950923212;-0.8965236739107392;-0.748208107132577;0.22241587241195981;-0.13131607833929113;1
0;1;0;1;0;1;0;0;0;0;1;0;1;1;0;0.6159484321761549;-0.3648953313407747;0.4895114986380925;0.33454011253173177;-0.6211877771307218;0.35152166998302553;0.4503326251398663;-0.11925331326086018;-0.25267112195826513;-1.036881518233152;0.9705142111671482;-0.642536444458309;0.06304324086399155;0.09639575362854137;0.06842582196699114;-0.023880292414460803;0.41201358041386893;0
